objectid,geoid20,equityindex,equityindexvalue,livabilityindex,livabilityindexvalue,accessibilityindex,accessibilityindexvalue,economicindex,economicindexvalue,educationindex,educationindexvalue,environmentalindex,environmentalindexvalue,averagepavementcondition,healthyfoodavailability,householdvehicleaccess,householdswithinternet,parksopenspace,communityparks,regionalparks,neighborhoodparks,transitaccessscore,voterparticipationrate,sidewalksandbikeways,f200__of_poverty,povertyrate,jobsindex,jobsdensity,medianhouseholdincome,employmentrate,averagestudentmobility,percent25yearoldswithbachelorsd,averagetestingproficiency,educationalattainmentindex,highschoolgraduationrate,kindergartenreadinessrate,dieselemissions,ozoneconcentration,pm25particulates,toxicreleasesfromfacilities,proximitytoheavytrafficroadways,urbanheatislandeffect,urbantreecanopy,costburdenedhouseholds,ownercostburden,rentercostburden,owneroccupiedunits,medianhomevalue,pedestrianbicyclistcrashes,tacomacrimerisk,tacomapersonalcrime,tacomapropertycrime,insuredrate,averagelifeexpectancy,population,populationdensity,limitedenglish,populationunder18,population18to64,population65andabove,peopleofcolor,americanindianoralaskannative,asian,blackorafricanamerican,hispanicorlatino,nativehawaiianorpacificislander,otherrace,twoormoreraces,white,globalid,Shape__Area,Shape__Length
114,530530632003,Low,-0.24764977,Low,-0.21089097,Moderate,0.06336677,Low,-0.18863084,Very Low,-0.44643673,Low,-0.4556571,57,0.1429,1,0.9877,2.11,1,1,0.11,66.9582,0.4805,0.0466,0.2338,0.1434,0.5251,5.26536394,72813,0.9275,0.0714,0.18321392,0.3317,0.3586,0.8442,0.7358,0.4562,50.4104,7.2141,777.1208,186.6617,86.3605,0.1616,0.5246,0.30232558,0.75,0.6056338,351400,3,349.75,40,128,0.9408,79,1419,9.17881011,0.01705426,0.19238901,0.73361522,0.11557435,0.39393939,0.0063425,0.07047216,0.19309373,0.1529246,0.01198027,0.02114165,0.09090909,0.60606061,7e4046ae-cbec-4772-baf6-800bbdddca40,6592346.38104248,10860.0150067333
115,530530632004,Moderate,-0.05976795,Moderate,0.13024395,High,0.2482105,High,0.18648498,Low,-0.36394801,Low,-0.49983118,67,0.1429,1,0.9588,2.17,1,1,0.17,69.4815,0.4805,0.0678,0.2083,0.0233,0.3214,5.42783468,93950,0.9649,0.0712,0.27136259,0.3352,0.4315,0.8442,0.7358,0.4562,50.4104,7.2141,826.283,279.8362,86.5363,0.188,0.2639,0.17403315,0.90196078,0.87651332,408200,4,563.775,42,210,0.9749,79,1157,9.58779348,0.03131313,0.23509075,0.72169404,0.07000864,0.28694901,0,0.05877269,0.05272256,0.01555748,0.01642178,0.00605013,0.15298185,0.71305099,eb82cdb1-8cee-4a50-be03-07db59b24d20,5260778.72576904,9868.24329147298
116,530530633011,Moderate,-0.13303864,Low,-0.25104154,Very High,0.50934037,Low,-0.43089998,Moderate,-0.05037964,Low,-0.4422124,77.6667,0.3333,0.9434,1,3,1,1,1,44.7133,0.3571,0.0543,0.3371,0.0707,0.1527,8.15294593,70486,0.9157,0.0453,0.11831198,0.2301,0.2128,0.912,0.4671,0.4108,50.7143,7.1824,865.6719,183.0893,87.296,0.2051,0.3428,0.12285012,0.73362445,0.63993711,353300,1,135.825,29,36,0.8494,75.2,1952,15.78824451,0.05606968,0.27612705,0.66547131,0.17776639,0.7192623,0,0.20286885,0.34579918,0.26127049,0,0.09067623,0.07991803,0.28073771,f73d2014-e2ae-4052-9d29-89df0bf93eb9,5360836.08477783,10441.9139201863
117,530530633012,Low,-0.2900586,Low,-0.4134689,Moderate,-0.03014799,Very Low,-0.6587845,Moderate,0.13679879,Low,-0.4846904,66.75,0.4286,0.8689,1,2.08,0.91,1,0.17,69.745,0.3571,0.0199,0.2871,0.051,2.0806,3.79799829,54960,0.8697,0.0457,0.16775033,0.2309,0.2412,0.9115,0.3187,0.4108,50.7143,7.1824,827.8474,178.8926,87.3948,0.1901,0.6638,0.44,0.83084577,0.42735043,369800,1,256.45,23,94,0.8736,78.3,1180,7.5831438,0.06386702,0.25084746,0.57881356,0.24491525,0.53050848,0.01864407,0.13813559,0.26949153,0.19491525,0.01016949,0.05762712,0.03644068,0.46949153,50af7ce6-fbc3-4245-9638-5fdfbbbe17a6,6725368.69061279,12567.2375135838
118,530530633013,Moderate,-0.03749191,Moderate,-0.09960227,Moderate,-0.01456925,Low,-0.25310182,Moderate,0.00135365,High,0.17846013,71.858,0.25,0.9699,0.9608,2.47,0.99,1,0.48,12.2909,0.3571,0.0186,0.5329,0.0229,0.3226,2.79699798,88000,0.9902,0.0424,0.24486301,0.2154,0.3072,0.8541,0.4429,0.4108,50.7143,7.1824,868.5,34.4609,87.1658,0.4575,0.1717,0.07174888,0.37614679,0.67168675,362000,2,94.875,13,31,0.7855,78.3,1049,5.76434357,0.1215415,0.43374643,0.66444233,0.03527169,0.5900858,0.24308866,0.05243089,0.18875119,0.21734986,0,0.06768351,0.03813155,0.4099142,e464e631-2b68-47eb-9619-59e8690ccdcf,8005011.02825928,16700.3093154881
119,530530633021,Low,-0.19756741,Moderate,0.00030134,Moderate,0.01567464,Moderate,-0.06059485,Very Low,-0.43802164,Low,-0.50519654,66.6,0,0.9811,1,2.64,1,1,0.64,82.1593,0.2938,0.0362,0.3128,0.0954,0.1079,11.01615577,91613,0.952,0.0496,0.1530782,0.2492,0.2328,0.9007,0.8053,0.4108,50.7143,7.1824,841.1482,190.0776,87.2032,0.1676,0.3746,0.38380282,0,0.97594502,314900,,146.95,14,54,0.9363,78.3,2025,17.26603361,0.10446958,0.31851852,0.74666667,0.06320988,0.74074074,0,0.25925926,0.32444444,0.31111111,0,0.08839506,0.06864197,0.25925926,810a850d-8482-4bde-bdcc-e5ec606badd0,5129836.36560059,10342.8021996277
120,530530633022,Moderate,-0.09992463,High,0.18360861,Moderate,-0.02145611,Low,-0.46944329,High,0.27969581,Low,-0.47202815,69.3333,0.25,0.942,0.9255,2.6,1,1,0.6,44.2406,0.2938,0.0403,0.426,0.4048,0.482,4.39294787,61250,0.9513,0.0469,0.10911017,0.231,0.4041,0.9058,0.3189,0.4108,50.7143,7.1824,830.2599,121.7485,87.3772,0.1741,0.2526,0.23956044,0.46428571,0.94202899,395200,,309.775,39,109,0.9337,78.3,1418,11.24404348,0.11159737,0.28913963,0.73906911,0.02045134,0.58533145,0,0.40479549,0,0.21861777,0,0.14104372,0.03949224,0.41466855,0a13198a-a28a-4b67-8532-d15b74bc0201,5373823.5010376,10635.1913643944
121,530530633023,Low,-0.25783741,Moderate,-0.00254163,Very Low,-0.37789533,Low,-0.45096157,Moderate,0.02100258,Low,-0.47879108,63.8333,0.3,0.8548,0.9355,2.03,1,1,0.03,45.4573,0.2938,0.0234,0.391,0.2464,0.375,4.70817903,80682,0.9123,0.0474,0.02724177,0.2314,0.1606,0.9031,0.3202,0.4108,50.7143,7.1824,803.5898,136.7668,87.4372,0.1812,0.4973,0.33206107,0.8,0.70430108,380300,,217.625,22,79,0.9695,78.3,1379,10.94869963,0.20031299,0.33139957,0.57432922,0.12835388,0.69905729,0,0.40464104,0.04060914,0.24945613,0.01812908,0.12980421,0.10587382,0.30094271,58edaa26-1d08-48fc-9c55-c14b46f61c32,5626018.61047363,10312.4292379491
122,530530634011,Low,-0.34874103,Moderate,0.10982414,Very Low,-0.34016668,Very Low,-0.64800626,Very Low,-0.51355306,Low,-0.35180327,52,0,0.8934,0.9283,3,1,1,1,79.0902,0.3002,0.0323,0.5399,0.2512,0.1705,5.59439043,73158,0.9333,0.0722,0.1600346,0.3176,0.2926,0.8442,0.7054,0.4003,50.6821,7.2168,722.0243,160.9084,86.5404,0.1986,0.3156,0.32417582,0.29032258,0.74590164,365200,,376.6,38,135,0.9539,78.3,1604,11.50436186,0.08089261,0.23503741,0.72194514,0.07855362,0.60037407,0.05049875,0.09663342,0.17082294,0.13965087,0,0.0542394,0.22817955,0.39962594,7d45cfff-812e-48f8-828a-96dada6b7488,6062400.18096924,11875.612899361
123,530530634012,Very Low,-0.53175144,Very Low,-0.66919639,Very Low,-0.90444529,Very Low,-0.55559402,Low,-0.36799434,Moderate,-0.16152713,54.4,0.125,0.6663,0.8026,2.83,1,1,0.83,78.5074,0.3002,0.0172,0.2168,0.1257,1.9722,5.96352198,44134,0.8859,0.0697,0.24295302,0.2651,0.4458,0.8442,0.6637,0.4003,50.6821,7.2168,747.9682,139.9081,86.3172,0.2696,0.4904,0.31168831,0.55867769,0.27631579,353400,1,719.55,92,245,0.7698,78.3,1951,10.28720723,0.06240085,0.23628908,0.73757048,0.09072271,0.50640697,0,0.02870323,0.1573552,0.14761661,0.12865197,0.0968734,0.09482317,0.49359303,5dc0b454-7ab7-4c14-b248-9bb3f50f4639,8260644.02331543,11882.0988977539
124,530530634013,Moderate,-0.08741545,High,0.39887207,Low,-0.25684548,High,0.27598789,Very Low,-0.52173041,Moderate,-0.33336132,53.1429,0.25,0.9675,0.9675,2.17,1,1,0.17,33.1944,0.3002,0.0307,0.127,0.0518,1.7128,5.09009108,102982,0.9376,0.0706,0.19835681,0.2773,0.2789,0.8421,0.6545,0.4003,50.6821,7.2168,752.3786,99.2663,86.7987,0.2071,0.2276,0.20734341,0.55172414,0.94105691,447300,,255.125,27,86,0.9703,78.3,1449,9.79487646,0,0.25879917,0.73775017,0.05452036,0.57694962,0,0.17184265,0.01587302,0.16908213,0.03036577,0.12353347,0.23533471,0.42305038,d566f3af-124a-4e96-b29c-f9d5d86f1d44,6467767.07495117,14461.1801658068
125,530530634021,Moderate,-0.06258577,High,0.17997015,Moderate,0.02548516,High,0.15840216,Low,-0.28383574,Low,-0.3929506,60.5,0.25,0.8786,0.9709,2.86,0.86,1,1,50.976,0.3836,0.0387,0.2388,0.044,0.0893,6.97260027,75391,1,0.0779,0.28033866,0.4084,0.4465,0.8441,0.7117,0.4003,50.6821,7.2168,686.8424,164.4117,86.5534,0.1799,0.2615,0.20098039,0.40112994,0.6974359,340400,2,274.8,54,76,0.9457,78.3,1658,11.03107943,0.07821229,0.22858866,0.77683957,0.09107358,0.48974668,0.00965018,0.1079614,0.02171291,0.28347407,0,0.14354644,0.20687575,0.51025332,d2bbf58f-6773-4ba8-b166-6155630d571a,6564987.93139648,12039.4854671487
126,530530634022,Very Low,-0.41874566,Very Low,-0.63473116,High,0.10205533,Very Low,-0.82269667,Very Low,-0.41687607,Moderate,-0.32147972,56.8683,0.25,1,1,2.8,0.98,1,0.82,51.2202,0.3836,0.0216,0.7569,0.3681,4.1994,2.4787363,49583,0.989,0.0721,0.12790698,0.302,0.3686,0.8441,0.6652,0.4003,50.6821,7.2168,692.5183,123.7868,86.4073,0.1893,0.443,0,0.51361868,0.13758389,406800,2,623.25,50,237,0.7574,78.3,1008,6.45624338,0.03929679,0.40277778,0.75992064,0.03869048,0.69444444,0.28373016,0.04365079,0.17162698,0.375,0,0.04960318,0.14583333,0.30555556,d6acc430-9c5c-42f8-953a-068c5d0101a0,6780413.56738281,13311.4666919878
127,530530634023,Very Low,-0.44164597,Moderate,-0.03709962,Moderate,-0.03432173,Very Low,-1.25424734,Very Low,-0.65016627,Moderate,-0.23239489,62.0367,0.25,1,1,2.17,0.98,1,0.19,34.6585,0.3836,0.0186,0.5468,0.4509,0.0475,3.24877503,64934,0.8207,0.0703,0.08998875,0.2767,0.1568,0.8373,0.6545,0.4003,50.6821,7.2168,717.8874,50.3179,86.7424,0.2361,0.4775,0.39522546,0.73913044,0.89125296,352800,,79.625,10,27,0.9452,78.3,1313,7.72761162,0.01489028,0.26808835,0.68088347,0.11424219,0.52779893,0.27037319,0.08073115,0,0.36785986,0.03503427,0.02437167,0.11728865,0.47220107,b0625ccf-c3bf-42bf-898f-3d473a49df55,7413740.19329834,13097.5873508501
128,530530635011,Moderate,-0.09849697,Moderate,-0.08944615,Moderate,0.03639248,High,0.38894917,Very Low,-0.44180224,Low,-0.3865781,67,0.1111,0.9853,0.9118,3,1,1,1,75.7506,0.3342,0.0348,0.1488,0.1294,0.0353,4.51545225,95794,0.9858,0.0651,0.29744042,0.2034,0.4542,0.8442,0.6974,0.4396,50.2835,7.2446,711.7346,118.5214,86.6017,0.1879,0.4688,0.36,0.20168067,0.78125,342600,,259.775,45,84,0.9793,76.7,1499,8.73375861,0.03160112,0.2048032,0.65843896,0.17078052,0.33555704,0.04269513,0.10340227,0.07538359,0.17945297,0,0.01667779,0.09739827,0.66444296,6876f8ae-3209-4f2f-958c-6d098908bb36,7453719.73175049,11271.6211604768
129,530530635012,Very Low,-0.41318784,Low,-0.10788897,Moderate,-0.08098136,Very Low,-0.90775511,Very Low,-0.42869497,Very Low,-0.54061877,47,0,0.9912,1,2.95,1,1,0.95,70.5254,0.3342,0.0395,0.4016,0.044,0.0911,6.32589166,61455,0.851,0.0685,0.2167382,0.2578,0.4239,0.8441,0.7011,0.4396,50.2835,7.2446,678.6833,320.0587,86.7662,0.1969,0.3348,0.29816514,0.36820084,0.47702407,329800,2,573.925,69,199,0.9474,76.7,1387,9.90294777,0.07548701,0.29199712,0.70511896,0.08219178,0.74260995,0,0.12905552,0.49675559,0.06200433,0.0259553,0.01658255,0.074261,0.25739005,92766eba-8243-41ef-95d0-582089fb15c6,6120873.7421875,13206.0930161069
130,530530635013,Very Low,-0.4397872,Low,-0.14823083,Low,-0.12738529,Very Low,-0.54486812,Very Low,-0.53397295,Very Low,-0.8444788,50,0.1429,0.9683,0.9048,2.95,1,1,0.95,73.3794,0.3342,0.0471,0.3139,0.0878,1.5941,5.03708026,73824,0.8738,0.0647,0.21778448,0.197,0.3687,0.8442,0.6969,0.4396,50.2835,7.2446,675.6907,717.2025,86.8218,0.1919,0.3651,0.12781955,0.46153846,0.42222222,336200,1,781.675,76,297,0.9392,76.7,1628,9.95190128,0.01371571,0.14434889,0.73648649,0.17751843,0.35503686,0,0.04791155,0.08476659,0.15847666,0.03746929,0.05528256,0.12960688,0.64496314,87337e6d-5792-4371-a28c-283a21637f69,7124080.05218506,11599.3765811374
131,530530635021,Very Low,-0.57393782,Very Low,-0.81701775,Very Low,-0.48843063,Very Low,-0.59905729,Very Low,-0.51595707,Low,-0.44922635,48,0,0.9287,0.9287,2,1,1,0,64.3333,0.3771,0.0431,0.5636,0.0112,0.0726,9.24519257,47102,0.9942,0.0688,0.21646342,0.1613,0.2745,0.8406,0.4881,0.4632,50.4063,7.2232,639.64,222.441,86.4574,0.2024,0.7276,0.03521127,0.97037037,0.25959781,424500,,278.35,32,96,0.8364,75.5,1336,16.87373944,0.18341308,0.33832335,0.64820359,0.08458084,0.80314371,0,0.07185629,0.45583832,0.23802395,0,0.24625749,0.02919162,0.19685629,1f0f8828-f204-47e9-ba86-5426275c83d3,3461065.06414795,7909.81380920207
132,530530635022,Moderate,-0.13793338,High,0.14734735,High,0.16651991,Low,-0.21191613,Very Low,-0.39871351,Low,-0.3929045,61,0.5,0.9884,0.9769,2.01,0.59,1,0.42,41.7234,0.3771,0.0464,0.2889,0.1387,0.155,5.11459118,92059,0.911,0.0699,0.21301775,0.1849,0.3843,0.8439,0.5107,0.4632,50.4063,7.2232,663.9804,119.7611,86.3217,0.1821,0.3035,0.33550489,0.05128205,0.88728324,420500,1,171.475,21,60,0.9399,75.5,1132,10.30198792,0.11143695,0.27915194,0.59275618,0.12897527,0.62279152,0,0.32862191,0.09893993,0.19169611,0,0.02120141,0.17402827,0.37720848,3d515cc8-da03-43c0-bc91-c86e0c25b84c,4787340.5993042,10540.3687510788
133,530530635023,Very Low,-0.42199269,Moderate,-0.04508312,Very Low,-0.52049084,Low,-0.38271988,Very Low,-0.63997036,Low,-0.52169927,65,0,0.9506,0.8202,2.11,1,1,0.11,58.4772,0.3771,0.031,0.4494,0.1721,0.3944,5.0049248,47578,1,0.0691,0.07615894,0.162,0.1526,0.844,0.4901,0.4632,50.4063,7.2232,652.1495,323.7281,86.6548,0.2191,0.4517,0.17164179,0.84180791,0.60224719,376300,1,358.5,44,125,0.9741,75.5,1313,9.40123928,0.11925866,0.19649657,0.63366337,0.21020564,0.88347296,0.11652704,0.30540746,0.17897944,0.0936786,0.13632902,0.02970297,0.11652704,0.11652704,5e0b3dee-d099-4660-9a0b-44ab07a7904f,6078926.65887451,10554.0754538882
134,530530635024,Moderate,-0.14120318,High,0.23586791,Moderate,-0.08567355,Moderate,-0.09085921,Low,-0.38245219,Low,-0.38289888,57.6,0,0.9575,1,2.85,0.95,1,0.9,48.6479,0.3771,0.0267,0.2519,0.0569,0.0458,4.42204952,70052,0.9603,0.0738,0.22403004,0.293,0.3761,0.8441,0.608,0.4632,50.4063,7.2232,674.9198,82.5183,86.6175,0.1984,0.3484,0.19064748,0.28,0.78753541,366700,1,128.75,12,48,0.9484,78.3,1072,7.1607811,0.16716418,0.19589552,0.74813433,0.11940299,0.72014925,0,0.4505597,0.05130597,0.10634328,0.0261194,0,0.19216418,0.27985075,fc397ab0-fbbe-4ec6-bf16-91bae490b53b,6518507.41644287,11866.3834139262
304,530530716012,Low,-0.26350707,High,0.25297045,Very Low,-0.43857961,Very Low,-0.51569066,Low,-0.28536481,Moderate,-0.33087071,60,0,1,0.9809,2.06,0.33,1,0.73,8.9547,0.3412,0.0036,0.2804,0.1666,0.5628,2.07161339,72888,0.8735,,0.0667252,,0.2066,,,0.3974,50.9265,7.1833,756.4674,104.6166,87.2448,0.2436,0.1434,0.06994819,0.35036496,0.73804971,334200,,16.375,,7,0.9637,75.3,1660,4.43726222,0.02612394,0.2560241,0.74277108,0.11987952,0.38855422,0.01566265,0.06445783,0.13253012,0.1186747,0.10120482,0.02530121,0.04939759,0.61144578,9c99c78f-c067-4f49-b5a3-126336906f31,16368649.8754883,19735.9663853737
306,530530716014,Very Low,-0.44782182,Very Low,-0.66787456,Very Low,-0.47903851,Very Low,-0.63925383,Moderate,0.00328585,Low,-0.45622806,68.0725,0.4286,0.6862,0.9752,1.96,0.85,1,0.11,37.9526,0.3412,0.0033,0.4514,0.2685,3.2709,1.97440004,42102,0.9461,,0.28960818,,0.4901,,,0.3974,50.9265,7.1833,794.1783,166.3224,87.6414,0.2354,0.4989,0.03896104,0.61591696,0.3476298,76700,2,218.45,30,71,0.8534,78.3,771,3.03844797,0.02941177,0.12451362,0.63294423,0.27756161,0.24254215,0,0.03501946,0.1076524,0.12970169,0.01815824,0.01426719,0.06744488,0.75745785,7e037eee-b462-4556-b91e-797a9e68832f,11054425.0842896,15568.9514661079
313,530530717031,Very Low,-0.8685109,Very Low,-1.51524708,Very Low,-0.53735651,Very Low,-0.77437786,Low,-0.33484778,Very Low,-1.18072525,66.03,0.1429,0.9163,0.9118,2,1,1,0,76.5055,0.1868,0.013,0.5203,0.2879,1.4406,11.6905674,57696,0.921,,0.11398545,,0.158,,,0.5428,50.2779,7.2123,621.5605,1124.3087,86.7309,0.1794,0.5324,0,0.51392111,0.03794643,264100,5,733.45,87,252,0.7297,72.7,2237,19.91759275,0.16360932,0.32588288,0.73625391,0.01654001,0.73178364,0,0.01028163,0.28296826,0.40634779,0.0393384,0.1327671,0.26642825,0.26821636,34ff4e22-639f-411f-b779-2e5c7dc4fd5b,4842902.92645264,13609.799373182
314,530530717032,Very Low,-0.53851478,Very Low,-0.581775,Very Low,-1.19948096,Low,-0.50171724,Low,-0.24331447,Moderate,-0.16628621,35,0,0.7896,0.9266,2,1,1,0,50.526,0.1868,0.0063,0.4188,0.2696,0.6469,5.10577269,44920,0.968,,0.06796941,,0.2479,,,0.5428,50.2779,7.2123,623.5351,150.1356,86.3282,0.3684,0.4796,0.18235294,0.51918736,0.27732463,252100,1,46.575,5,15,0.8746,72.7,1729,14.8617525,0.088125,0.28744939,0.53499132,0.21688838,0.42336611,0,0.06304222,0.10294968,0.0989011,0.17119722,0.04742626,0.03875072,0.57663389,3a936258-6283-4b64-bb7e-0de26cd31f93,5066336.67810059,9287.56436845982
318,530530717051,Very Low,-0.65980383,Very Low,-0.61186965,Very Low,-0.72099856,Very Low,-1.13681538,Moderate,-0.1338614,Very Low,-0.69547419,78.01,0.2857,0.9046,0.8322,1.06,0,1,0.06,52.3246,0.2706,0.0037,0.5252,0.1822,4.1762,3.5325386,61250,0.8314,,0.1612447,,0.3554,,,0.4207,50.6278,7.1955,660.2682,644.0791,86.5261,0.1925,0.2862,0.24884793,0.09195402,0.71381579,238200,4,108.125,12,40,0.8217,75.4,1055,6.90153375,0.08709339,0.32985782,0.6549763,0.07962085,0.52037915,0,0.10805687,0.01137441,0.36018957,0,0.34976303,0.05118483,0.47962085,acbf5d75-6887-4784-9046-cbb6ccbeed55,6580448.79766846,12960.4099000008
325,530530718032,Low,-0.35487144,Low,-0.40142173,Very Low,-0.68339442,High,0.23834159,Very Low,-0.74276181,Moderate,-0.18512083,,0.6,0.8141,0.7594,2.46,0.94,1,0.52,32.6715,0.2646,0.0004,0.1522,0.0832,3.5136,2.23342676,61310,1,0.0602,0.09228039,0.1723,0.2347,0.6727,0.5537,0.4511,49.6513,7.1651,599.0247,406.1072,86.2349,0.2144,0.5029,0.17142857,0.68374165,0.35302594,366500,,38.55,1,17,0.8671,76.1,1610,4.28583681,0.02748691,0.14285714,0.65279503,0.25962733,0.70931677,0.04285714,0.19751553,0.21614907,0.19813665,0,0.1689441,0.08385093,0.29068323,948d416b-3aa9-4fdd-9de5-6184e2865548,16211862.6531982,21281.5653124952
377,530530723054,High,0.23944712,Very High,0.53402037,Low,-0.27242926,High,0.15344234,Moderate,0.00226768,Very High,0.77993445,36,0.3333,1,0.88,2.53,0.55,1,0.98,42.7953,0.654,0.001,0.179,0,0.1652,2.80433326,84790,0.9634,,0.29418103,,0.4891,,,0.445,49.1115,7.0926,652.3183,83.8947,86.2721,0.4421,0.1074,0.09745763,0.11715481,0.49684211,506600,1,25.425,3,10,0.8146,81.7,1095,4.49596621,0,0.11050228,0.59543379,0.29406393,0.20821918,0.01004566,0.0913242,0.06757991,0.07762557,0,0,0.03926941,0.79178082,15d2af55-0146-4d85-957f-354d5e2e062d,10486189.3713379,15745.3811123447
383,530530723092,Very High,0.57117619,Very High,0.69080423,High,0.11855205,Very High,0.70401498,Moderate,-0.06462596,Very High,1.40713563,77,0.6,0.9639,0.9078,1.98,0.58,1,0.4,21.4043,0.5407,0.0001,0.0325,0.014,0.1501,3.83368693,115444,0.9814,,0.29964328,,0.4234,,,0.3048,48.6113,7.0169,539.596,63.8194,84.3804,0.3019,0.2024,0.18181818,0.23004695,0.57314629,443700,,1.55,1,0,0.9804,80.9,1139,5.67824371,0.00461255,0.1975417,0.69183494,0.17559263,0.21597893,0,0.03511852,0.08165057,0,0.01404741,0,0.08516242,0.78402107,35eaae5e-a487-4180-86e5-a1ac3cf93dde,8834243.87927246,13776.8824131633
385,530530723094,High,0.36146108,High,0.44358614,Low,-0.22915124,Moderate,0.05871666,Moderate,0.06152507,Very High,1.47262877,51,0.25,0.9472,1,2,1,1,0,17.3095,0.5407,0.0055,0.1773,0.016,0.2647,4.3476676,87021,0.9388,,0.42742857,,0.5473,,,0.3048,48.6113,7.0169,555.5724,42.7222,84.2805,0.3193,0.3803,0.25550661,0.41935484,0.39964789,531700,,112.125,6,47,0.9496,80.9,1190,8.7988511,0.00341588,0.23277311,0.55378151,0.2697479,0.34957983,0,0.0789916,0.11596639,0,0,0,0.15462185,0.65042017,da5e69c2-e079-4947-b9e0-b601a172d259,6001202.18756104,9866.91097942182
386,530530723101,High,0.37105598,Very High,0.72069931,Low,-0.09927052,High,0.37408123,Moderate,0.08341568,Very High,0.77635418,36,0.3333,0.9864,0.965,2.87,1,1,0.87,27.2821,0.605,0.0006,0.1256,0.052,0.5261,5.68244288,92292,0.979,,0.42397336,,0.5688,,,0.3264,48.7639,7.0481,583.1201,235.4854,85.8816,0.2432,0.3515,0.0915493,0.4978355,0.55145631,545800,,20.05,2,7,1,81.7,1254,9.36371008,0.03515944,0.20733652,0.6937799,0.14354067,0.29904306,0,0.02870813,0.07416268,0.02791069,0,0.07575758,0.12041467,0.70095694,d638c616-e189-4bac-bf76-bb0dec15fbe6,5743848.07556152,10836.914679567
389,530530723111,Moderate,0.00141457,Low,-0.29262913,High,0.09977809,Low,-0.22659469,Moderate,0.04329986,High,0.38321872,,0.2857,0.9382,0.9735,2.77,0.77,1,1,140.418,0.4679,0.003,0.2013,0.0357,2.2493,8.06410069,59390,0.9249,,0.30921986,,0.5294,,,0.3894,48.9278,7.0631,609.786,275.1024,86.4793,0.212,0.4112,0.14659686,0.47222222,0.18743867,308300,,33.925,5,12,0.8529,77.8,1987,12.25965422,0.0225641,0.14292904,0.75641671,0.15500755,0.32259688,0.02516356,0.07498742,0.04529441,0.16708606,0.02818319,0.04428787,0.10468042,0.67740312,f24e271e-2c6f-4be5-8dc0-268cc235a4e7,7065291.78051758,10683.8212500949
395,530530723124,Moderate,-0.10620302,Moderate,0.11494565,Very Low,-0.34034688,Moderate,0.03253999,Very Low,-0.67888534,High,0.34073147,55.4,0,0.8771,0.914,3,1,1,1,52.2552,0.4414,0.0173,0.3008,0.1531,0.6928,11.26644212,85139,0.9764,0.0758,0.23764706,0.2215,0.342,0.8442,0.7164,0.3731,49.2861,7.1273,652.4545,342.6293,86.1834,0.2847,0.3118,0,0.38301887,0.1858679,349100,,201.125,23,71,0.9414,78.3,1352,16.77558341,0,0.14866864,0.80695266,0.09171598,0.73742604,0.00887574,0.05991124,0.32618343,0.0510355,0.09467456,0,0.24778107,0.26257396,b5896fad-a099-43ed-b984-56d481ffbee3,3403042.40765381,7955.94322635635
582,530539400011,Very High,0.70870583,Very High,1.00388278,Low,-0.0996798,Very High,1.04272384,High,0.33787421,Very High,1.2587281,,,0.9753,0.9664,1.83,0.04,1,0.79,0.1211,0.7011,0.0026,0.061,0.0259,0.2099,1.91605751,176029,0.9644,0.0241,0.55816051,0.326,0.7499,0.58,0.5647,0.4082,49.6794,7.0204,1482.45,15.411,84.7846,0.5527,0.2014,0.17041199,0.5625,0.9434629,702300,,35.25,1,14,0.934,83.7,1622,3.56813464,0.01520159,0.23366215,0.65598027,0.16831073,0.24537608,0.00369914,0.09432799,0.00863132,0.04500617,0.01911221,0.00616523,0.1134402,0.75462392,73107a1e-76cd-4f9d-bb3a-ed63b8171901,19936713.2717285,38095.9633975519
584,530539400021,High,0.13493862,High,0.38665435,Very High,0.35019704,High,0.10396523,Moderate,-0.06900409,Moderate,-0.09711944,62,1,0.9913,0.9653,2.83,0.97,1,0.86,3.3017,0.4352,0.0017,0.1642,0.0501,0.523,1.9782113,100893,0.9207,,0.22075055,,0.4191,,,0.5923,50.7234,7.0812,1384.2633,192.6115,86.3517,0.4029,0.2863,0.20521173,0.44805195,0.6659436,497900,3,14,,6,0.9286,80.1,1358,3.32888593,0.09785026,0.29455081,0.78571429,0.05743741,0.33063328,0.00810015,0.10603829,0.04712813,0.12371134,0.07658321,0,0.09278351,0.66936672,323930c6-ee1e-46e3-9e72-9d8a0df6e4dd,17737759.0109253,32133.030838773
585,530539400022,Moderate,-0.05265384,Moderate,-0.05101114,Very Low,-0.35894501,Very High,0.61918146,High,0.15428018,Very Low,-0.62677467,88,0.3333,0.9064,0.7833,2,0.55,1,0.45,7.7496,0.4352,0.0009,0.3933,0.0397,91.2108,0.19014596,59417,1,,0.3220339,,0.6384,,,0.5923,50.7234,7.0812,1307.9396,321.6648,86.9276,0.2274,0.5714,0.21568628,1,0.75369458,433000,3,38.15,5,14,0.9278,80.1,478,0.39689855,0.11578947,0.24686193,0.56276151,0.19874477,0.69246862,0,0.26359833,0,0.23012552,0.15899582,0.17364017,0.09623431,0.30753138,0c6b605f-6dee-43c4-b8c8-06bc7599d99c,51988764.9308472,36056.9534409967
